,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
83,81,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, 1 run shorter, outside off, and he can punch this wide of point towards the sweeper in the deep",1st innings,13.3,run,75,1,75/0,"Mashrafe Mortaza to Rahul, 1 run",,"shorter, outside off, and he can punch this wide of point towards the sweeper in the deep",0
84,82,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 2 runs length, and he punches this inside out. Pierces the infield, and will pick up two easily as the man at deep point does the cleaning up towards the short boundary",1st innings,13.4,run,77,2,77/0,"Mashrafe Mortaza to Sharma, 2 runs",,"length, and he punches this inside out. Pierces the infield, and will pick up two easily as the man at deep point does the cleaning up towards the short boundary",0
85,83,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 1 run length, angles into him, and he places this to the right of point for a quick single",1st innings,13.5,run,78,1,78/0,"Mashrafe Mortaza to Sharma, 1 run",,"length, angles into him, and he places this to the right of point for a quick single",0
86,84,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, punches this towards cover",1st innings,13.6,no run,78,0,78/0,"Mashrafe Mortaza to Rahul, no run",,"length, punches this towards cover",0
87,85,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run length, turns away from Sharma, who allows this to spin past his outside edge",1st innings,14.1,no run,78,0,78/0,"Shakib Al Hasan to Sharma, no run",,"length, turns away from Sharma, who allows this to spin past his outside edge",0
88,86,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, SIX runs goes back to convert a length ball into a short one, and smacks this over the short boundary at midwicket",1st innings,14.2,six,84,6,84/0,"Shakib Al Hasan to Sharma, SIX runs",,"goes back to convert a length ball into a short one, and smacks this over the short boundary at midwicket",0
89,87,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run presses forward to defend a length ball",1st innings,14.3,no run,84,0,84/0,"Shakib Al Hasan to Sharma, no run",,presses forward to defend a length ball,0
90,88,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, 1 run flighted, outside off, and he drives this hard towards deep point. <strong>Brings up fifty for Rohit Sharma. Early life, but he has been quite superb since!</strong>",1st innings,14.4,run,85,1,85/0,"Shakib Al Hasan to Sharma, 1 run",,"flighted, outside off, and he drives this hard towards deep point. <strong>Brings up fifty for Rohit Sharma. Early life, but he has been quite superb since!</strong>",0
91,89,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, 1 run length, but wide outside off, and he can lean back and cut this away towards deep point",1st innings,14.5,run,86,1,86/0,"Shakib Al Hasan to Rahul, 1 run",,"length, but wide outside off, and he can lean back and cut this away towards deep point",0
92,90,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, 1 run tossed up, and he waits on it and drives this with the turn away towards extra cover",1st innings,14.6,run,87,1,87/0,"Shakib Al Hasan to Sharma, 1 run",,"tossed up, and he waits on it and drives this with the turn away towards extra cover",0
93,91,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, 1 run length, but down the pads, and he can nurdle this down towards long leg",1st innings,15.1,run,88,1,88/0,"Mashrafe Mortaza to Sharma, 1 run",,"length, but down the pads, and he can nurdle this down towards long leg",0
94,92,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, and he defends this towards short midwicket",1st innings,15.2,no run,88,0,88/0,"Mashrafe Mortaza to Rahul, no run",,"length, and he defends this towards short midwicket",0
95,93,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, no run length, a bit of shape in, and he blocks this, driving it towards cover",1st innings,15.3,no run,88,0,88/0,"Mashrafe Mortaza to Rahul, no run",,"length, a bit of shape in, and he blocks this, driving it towards cover",0
96,94,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, SIX runs short, and he swings this towards wide long and <strong>gets a good hold of this</strong>! Is that the unshackling that he was badly seeking?",1st innings,15.4,six,94,6,94/0,"Mashrafe Mortaza to Rahul, SIX runs",,"short, and he swings this towards wide long and <strong>gets a good hold of this</strong>! Is that the unshackling that he was badly seeking?",0
97,95,KL Rahul,422108,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Rahul, 3 runs length, and he allows this to turn into him, makes some room on to the onside, and still flicks this away through midwicket. <strong>Almost makes the fence with the supreme timing on this</strong>!",1st innings,15.5,run,97,3,97/0,"Mashrafe Mortaza to Rahul, 3 runs",,"length, and he allows this to turn into him, makes some room on to the onside, and still flicks this away through midwicket. <strong>Almost makes the fence with the supreme timing on this</strong>!",0
98,96,Rohit Sharma,34102,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Sharma, no run length, just on off stump, and he punches this to cover",1st innings,15.6,no run,97,0,97/0,"Mashrafe Mortaza to Sharma, no run",,"length, just on off stump, and he punches this to cover",0
99,97,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, no run shimmies across to a full ball on off stump, and sweeps, but cannot beat short fine leg",1st innings,16.1,no run,97,0,97/0,"Shakib Al Hasan to Rahul, no run",,"shimmies across to a full ball on off stump, and sweeps, but cannot beat short fine leg",0
100,98,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, no run stays back to cut a length ball from just outside off, and this is <strong>well stopped by Sabbir at point</strong>!",1st innings,16.2,no run,97,0,97/0,"Shakib Al Hasan to Rahul, no run",,"stays back to cut a length ball from just outside off, and this is <strong>well stopped by Sabbir at point</strong>!",0
101,99,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, no run tossed up, and he drives this towards point as it grips after pitching",1st innings,16.3,no run,97,0,97/0,"Shakib Al Hasan to Rahul, no run",,"tossed up, and he drives this towards point as it grips after pitching",0
102,100,KL Rahul,422108,Shakib Al Hasan,56143,"Shakib Al Hasan to Rahul, 1 run length, turns away from him, and he drives this towards deep point",1st innings,16.4,run,98,1,98/0,"Shakib Al Hasan to Rahul, 1 run",,"length, turns away from him, and he drives this towards deep point",0
103,101,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, no run length, holds it back a touch, at just 83kph, and he plays this to point",1st innings,16.5,no run,98,0,98/0,"Shakib Al Hasan to Sharma, no run",83kph,"length, holds it back a touch, at just 83kph, and he plays this to point",0
104,102,Rohit Sharma,34102,Shakib Al Hasan,56143,"Shakib Al Hasan to Sharma, 1 run pulls out the sweep. Just one bounce on its way through to deep square leg",1st innings,16.6,run,99,1,99/0,"Shakib Al Hasan to Sharma, 1 run",,pulls out the sweep. Just one bounce on its way through to deep square leg,0
105,103,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, no run length, turns into him, and he drives this back towards the bowler. who fields to his right",1st innings,17.1,no run,99,0,99/0,"Mosaddek Hossain to Sharma, no run",,"length, turns into him, and he drives this back towards the bowler. who fields to his right",0
106,104,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 2 runs full, on the leg stump, and he sweeps this to the right of long leg. <strong>Two runs to bring up India's 100!</strong>",1st innings,17.2,run,101,2,101/0,"Mosaddek Hossain to Sharma, 2 runs",,"full, on the leg stump, and he sweeps this to the right of long leg. <strong>Two runs to bring up India's 100!</strong>",0
107,105,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 1 run length ball, doesn't turn as much as Rohit anticipates, but slow enough for him to punch this down the ground. Mosaddek dives to his right, but cannot prevent a single",1st innings,17.3,run,102,1,102/0,"Mosaddek Hossain to Sharma, 1 run",,"length ball, doesn't turn as much as Rohit anticipates, but slow enough for him to punch this down the ground. Mosaddek dives to his right, but cannot prevent a single",0
108,106,KL Rahul,422108,Mosaddek Hossain,550133,"Mosaddek Hossain to Rahul, 1 run full ball, on middle stump, and he swats it away towards deep square leg",1st innings,17.4,run,103,1,103/0,"Mosaddek Hossain to Rahul, 1 run",,"full ball, on middle stump, and he swats it away towards deep square leg",0
109,107,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 1 run length, turned away with the spin towards deep midwicket",1st innings,17.5,run,104,1,104/0,"Mosaddek Hossain to Sharma, 1 run",,"length, turned away with the spin towards deep midwicket",0
110,108,KL Rahul,422108,Mosaddek Hossain,550133,"Mosaddek Hossain to Rahul, 1 run uses his feet to chip down to a length ball, and drives this down to long on",1st innings,17.6,run,105,1,105/0,"Mosaddek Hossain to Rahul, 1 run",,"uses his feet to chip down to a length ball, and drives this down to long on",0
111,109,KL Rahul,422108,Rubel Hossain,300619,"Rubel Hossain to Rahul, FOUR runs <strong>OH, HELLO GORGEOUS!</strong> Full ball, and he just brings his bat down in a straight arc, starting from slips and down towards long on. Straight as a die, and just goes rocketing past the bowler",1st innings,18.1,four,109,4,109/0,"Rubel Hossain to Rahul, FOUR runs",,"<strong>OH, HELLO GORGEOUS!</strong> Full ball, and he just brings his bat down in a straight arc, starting from slips and down towards long on. Straight as a die, and just goes rocketing past the bowler",0
112,110,KL Rahul,422108,Rubel Hossain,300619,"Rubel Hossain to Rahul, 2 runs fuller, on the pads, and he flicks this towads midwicket. A sloppy bit of fielding allows it to go past the infield, and the two runs bring up <strong>fifty for KL Rahul</strong>!",1st innings,18.2,run,111,2,111/0,"Rubel Hossain to Rahul, 2 runs",,"fuller, on the pads, and he flicks this towads midwicket. A sloppy bit of fielding allows it to go past the infield, and the two runs bring up <strong>fifty for KL Rahul</strong>!",0
113,111,KL Rahul,422108,Rubel Hossain,300619,"Rubel Hossain to Rahul, no run fuller, outside off, and he looks to drive, but misses. Stifled half-appeal from Rubel, but that was <strong>too good for Rahul, actually</strong>!",1st innings,18.3,no run,111,0,111/0,"Rubel Hossain to Rahul, no run",,"fuller, outside off, and he looks to drive, but misses. Stifled half-appeal from Rubel, but that was <strong>too good for Rahul, actually</strong>!",0
114,112,KL Rahul,422108,Rubel Hossain,300619,"Rubel Hossain to Rahul, 1 run slower ball, on the pads, and he waits inside the crease and drops it towards square leg. Easy single",1st innings,18.4,run,112,1,112/0,"Rubel Hossain to Rahul, 1 run",,"slower ball, on the pads, and he waits inside the crease and drops it towards square leg. Easy single",0
115,113,Rohit Sharma,34102,Rubel Hossain,300619,"Rubel Hossain to Sharma, 1 run straighter ball, and he walks across the stumps and flicks this away towards long leg. Trusts the bounce on this pitch",1st innings,18.5,run,113,1,113/0,"Rubel Hossain to Sharma, 1 run",,"straighter ball, and he walks across the stumps and flicks this away towards long leg. Trusts the bounce on this pitch",0
116,114,KL Rahul,422108,Rubel Hossain,300619,"Rubel Hossain to Rahul, FOUR runs full, outisde off, and draws a terrifc cover drive from Rahul. A half-step to get to the pitch of the ball, and then just drives through the line. <strong>Superb!</strong>",1st innings,18.6,four,117,4,117/0,"Rubel Hossain to Rahul, FOUR runs",,"full, outisde off, and draws a terrifc cover drive from Rahul. A half-step to get to the pitch of the ball, and then just drives through the line. <strong>Superb!</strong>",0
117,115,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 1 run length, but down the leg side, and he goes down on one knee and sweeps towards deep backward square leg",1st innings,19.1,run,118,1,118/0,"Mosaddek Hossain to Sharma, 1 run",,"length, but down the leg side, and he goes down on one knee and sweeps towards deep backward square leg",0
118,116,KL Rahul,422108,Mosaddek Hossain,550133,"Mosaddek Hossain to Rahul, 1 run tossed up, straight ball, and he waits on it and flicks this away towards deep midwicket",1st innings,19.2,run,119,1,119/0,"Mosaddek Hossain to Rahul, 1 run",,"tossed up, straight ball, and he waits on it and flicks this away towards deep midwicket",0
119,117,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 1 run length ball, and he allows this to turn into him, and eases this towards long on off the backfoot",1st innings,19.3,run,120,1,120/0,"Mosaddek Hossain to Sharma, 1 run",,"length ball, and he allows this to turn into him, and eases this towards long on off the backfoot",0
120,118,KL Rahul,422108,Mosaddek Hossain,550133,"Mosaddek Hossain to Rahul, 1 run tossed up, and he chips down the wicket and drives this to sweeper cover",1st innings,19.4,run,121,1,121/0,"Mosaddek Hossain to Rahul, 1 run",,"tossed up, and he chips down the wicket and drives this to sweeper cover",0
121,119,Rohit Sharma,34102,Mosaddek Hossain,550133,"Mosaddek Hossain to Sharma, 1 run flighted, and he drives this hard towards deep backward square leg. Didn't get a lot of timing on that",1st innings,19.5,run,122,1,122/0,"Mosaddek Hossain to Sharma, 1 run",,"flighted, and he drives this hard towards deep backward square leg. Didn't get a lot of timing on that",0
122,120,KL Rahul,422108,Mosaddek Hossain,550133,"Mosaddek Hossain to Rahul, no run <strong>DOES THiS CARRY?</strong> Signs of the ball stopping, as Rahul mistimes an attempted drive down the ground. Might have just landed short of Mosaddek on the follow through",1st innings,19.6,no run,122,0,122/0,"Mosaddek Hossain to Rahul, no run",,"<strong>DOES THiS CARRY?</strong> Signs of the ball stopping, as Rahul mistimes an attempted drive down the ground. Might have just landed short of Mosaddek on the follow through",0
